text,label
099310 81484,phone
Sharma Hardware And Paint Store,name
Hardware store,category
"XRJR+3CQ, Block Rd",address
090062 20723,phone
Kartik Hardware,name
Hardware store,category
"Ramjanki Mandir road , Raxaul, East Champaran, Post Office Rd",address
099393 88374,phone
Vishwakarma Hardware,name
Hardware store,category
Lohapatti Rd,address
077540 14851,phone
Delhi hardware,name
Hardware store,category
Loharpatti road,address
094712 17407,phone
Kishan Machinery Store,name
Hardware store,category
NH527D,address
077590 18100,phone
Prem machinery tools,name
Hardware store,category
Loharpatti road,address
090311 05959,phone
SAWERA HARDWARE & PAINTS,name
Hardware store,category
"Kaurihar Chowk,Raxaul, Near, Canal Road",address
086020 02987,phone
SHRISHTI TRADERS And Sanitary Faucet,name
Hardware store,category
Lohar Patti,address
072776 50909,phone
Sharma Tools Machinery Stores (Sharma Ji ki dukaan),name
Hardware store,category
"ward number 10, Lohapatti Rd, nearby Bank Road",address
090973 47046,phone
KUSHWAHA ENTERPRISES,name
Hardware store,category
"Ward No 25, Mahabir chauk, Triloki Nagar, Adhapur Road, near Triloki Nath Mandir",address
070045 40671,phone
Mahadeva Traders,name
Hardware store,category
"ward no 9, ke Samne, Police station, near twon ThGandhi Nagar",address
062019 00830,phone
GOBINDA HARDWARE AND MACHINERY TOOLS,name
Hardware store,category
Lohapatti Rd,address
074848 86655,phone
New manokamna glass house,name
Hardware store,category
"XVH2+X8V, main road",address
094718 78784,phone
Sara Metal and Steel,name
Hardware store,category
AH42,address
087971 35186,phone
Sujata Trading,name
Hardware store,category
"Sujata Trading Lohapatti Road, Main Market",address
094730 18058,phone
S. K. Traders,name
Hardware store,category
Kaurihar Rd,address
070045 00847,phone
Raunak Work Shop,name
Hardware store,category
Men Rood,address
062032 59287,phone
DCM Roofing,name
Hardware store,category
"Machli Bazar, Ramgovind Ram Road, near Shivam Fal Mandi",address
079034 97384,phone
Vishalmachinerytools,name
Hardware store,category
"HOUSE No 13, Lohar Patti Road",address
070330 72516,phone
NAYAN MACHINE TOOLS,name
Hardware store,category
Ward No 12,address
087973 84769,phone
Jagrity Traders,name
Hardware store,category
0 Khakariya,address
082100 00688,phone
Shiv Shakti Light House,name
Hardware store,category
Block Rd,address
091555 11531,phone
S.R. ENTERPRISES,name
Hardware store,category
"ward no 04, Trimurti chock, near Trimurti chock",address
087096 79447,phone
Harsiv Enterprises,name
Hardware store,category
Shop No 01 Koriya Tola Raxaul Koriya,address
099421 49058,phone
Om Sai Enterprises,name
Hardware store,category
Chawal Bazar Rd,address
099392 49496,phone
Kumar Digital,name
Hardware store,category
Kumardigital Vill,address
094308 75359,phone
NUW MOHAN MOTARSAIKIL SAPEYS,name
Hardware store,category
Men Rood,address
083401 60701,phone
JIMILAL MISTRI,name
Hardware store,category
"Pankaj Cinema Hall, Mani Raod Pankj Hall Ke Pass Laxmepur, Mani Road",address
072588 58777,phone
Shree Viswakarma Glass,name
Hardware store,category
"Block Rd, near Shree Ram Janki Mandir",address
099344 50782,phone
Janta Aluminium Hause,name
Hardware store,category
XR8W X8M,address
074887 80874,phone
MOHAMAD SANI,name
Hardware store,category
"LANE NO 2, ABHISHEK NEAR SHANKAR MANDIR, Q TREND MALL",address
095044 35624,phone
Asian Paints Beautiful Homes Painting Service,name
Painter,category
"JAGDAMBA H/W STORES, Lohapatti Rd",address
08071 682 171,phone
Madhuri Motorcycle Spear Parts,name
Hardware store,category
Men Rood,address
062051 63530,phone
Shashi hardware,name
Hardware store,category
ward no 1,address
090877 00448,phone
BAM BAM BUILDERS,name
Hardware store,category
Sikaria complex,address
062878 90381,phone
DILLI TRADERS,name
Hardware store,category
"MAIN ROAD PANDEY MARKET, near SURAJ HOTEL",address
075418 97239,phone
GAURI GANESH HARDWARE,name
Hardware store,category
"Kaurihar Chowk, Near State Bank, Racaul, Main, Road",address
074910 97124,phone
KUMAR ENTERPRISES,name
Hardware store,category
BATA CHOWK,address
070041 88825,phone
LOKESH HARDWEAR,name
Hardware store,category
"24, Nahar Chowk",address
099311 05597,phone
SHYAM HARDWARE,name
Hardware store,category
Lohapatti Rd,address
094700 26248,phone
New Manokamna Light House,name
Hardware store,category
"Barnwal Market, Lohapatti Rd",address
094724 20472,phone
Rakesh Motacyckil,name
Hardware store,category
Men Rod,address
077829 58595,phone
Hari Bath And Fitting,name
Hardware store,category
Main Road,address
084096 72048,phone
Adarsh Enterprises,name
Hardware store,category
1234,address
096310 71675,phone
New Sunrise Machinery,name
Hardware store,category
"Raxaul Bazar, Shree Ram Path",address
070501 16100,phone
Amit Gas Dukan,name
Hardware store,category
"NEYAR BY GUDDU BABU KE HOSPITAL, MANI RAOD, College Rd",address
070337 23405,phone
Muskan Motorcycle Repairing Centre,name
Hardware store,category
"SRP Hospital Ke Pass, Mani Raod",address
077362 85438,phone
K-Lounge,name
Clothing store,category
"Bank Rd, near Raunak Garments",address
094312 66166,phone
Louis Philippe - Raxaul,name
Men's clothing store,category
"Louis Philippe, Maskara Complex, opposite Post Office Road",address
091615 70825,phone
Gupta Trading - wholesale cloth shop Raxaul,name
Clothing wholesaler,category
"Krishna takij compound, Ashram Rd, near by Middle School Gali",address
075439 34566,phone
PUMA Store,name
Sportswear store,category
"NH527D, beside Bank of Baroda",address
088790 35561,phone
Ms Garments,name
Clothing store,category
"sbi, new bus stand road, near Kaurihar choak",address
088252 65865,phone
Jockey Exclusive Store,name
Clothing store,category
"Near Indian Custom, Main Road",address
070049 65464,phone
The Raymond shop,name
Clothing store,category
"Ground Flr, Sikaria complex, Main Road, near ICICI Bank",address
080 4493 8953,phone
Blackberrys,name
Clothing store,category
"Ground Floor, Opposite Taramahal, Shri Ram Path",address
088792 78455,phone
Monte Carlo,name
Clothing store,category
"MASKARA COMPLEX, opposite Post Office Road",address
099559 98609,phone
FirstCry.com Factory outlet Raxaul Koiriya Tola,name
Baby store,category
"khata No-43, Thana-07,tauzi No- 951, Mauza - PRaxaul, Chowdhry Tola Rd",address
091133 71325,phone
ShubhLakshmi,name
Clothing store,category
"Ward no.6, Bank Rd, below Marwari Panchayati Mandir",address
098526 56144,phone
Kabir Garments,name
Clothing wholesaler,category
"Sonar Patti, Gali Main Market, near Bahurani saree showroom",address
088106 66673,phone
Saree Sangam,name
Clothing store,category
XVM3+P62,address
094710 05355,phone
Barsana By Dulhan,name
Clothing store,category
"Main Rd, near Indian Custom",address
098352 09849,phone
ADHUNIK DRESSES READYMADE CLOTHING STORE,name
Clothing store,category
"AKARSHAN GALI, Bank Rd",address
098018 75098,phone
Raunak Garments,name
Men's clothing store,category
"Bank Rd, in front of Sundari Saree",address
094709 58993,phone
ARFA FAISHION GARMENTS,name
Clothing store,category
"HWAI, Raxaul, ADDA ROAD",address
089692 12948,phone
Ritik Dresses,name
Clothing store,category
Bank Rd,address
073520 95856,phone
Manyavar,name
Men's clothing store,category
"Ground Floor, Sikaria complex, Main Road, opposite Police Station",address
080 3700 2436,phone
Shreeman Shreemati,name
Men's clothing store,category
National Highway 28A,address
091551 72511,phone
Pooja Dresses,name
Clothing store,category
"Mayur Gali, in front of Vastra Lok",address
080929 12206,phone
Prem Dresses,name
Clothing store,category
Mayur Gali,address
085440 83475,phone
Manpasand Saree Show Room. Raxaul,name
Clothing store,category
"XVM2+GXX, NH527D",address
094712 33722,phone
Nepal Saree Center,name
Clothing store,category
Ashram Rd,address
091991 30766,phone
Klub Fox | Main Road | Raxaul,name
Men's clothing store,category
"A1, Main Road",address
090315 47569,phone
Nandlal Vinod Kumar LLP,name
Saree Shop,category
"Loharpati, Meena Bazar",address
080995 82382,phone
Dhan lakshmi collection.,name
Clothing store,category
mina bazar,address
094306 45548,phone
Vaishno Vastralaya,name
Clothing store,category
XRMX+WVM,address
085441 74682,phone
Rajmata Saree Showroom,name
Clothing store,category
"Post Office Rd, near Indo nepal",address
091555 02284,phone
New Maharani Saree Show Room,name
Clothing store,category
Lohapatti Rd,address
094732 86880,phone
MODERN FASHION,name
Clothing store,category
MAIN ROAD MEENA BAZAR BHELAHI,address
082945 16366,phone
Ansu Garments,name
Clothing store,category
LIC ROAD,address
072929 24711,phone
Grih Laxmi Textiles,name
Clothing store,category
"Sawera Gali, Main Road",address
095766 54991,phone
Maaq fashion,name
Men's clothing store,category
"choak, near sbi bank",address
088252 65865,phone
School Uniform House,name
Uniform store,category
"Jeans park, gali, Bank Rd, opposite of Unique Departmental Store, near patanjali store",address
094719 28293,phone
Purple United Kids,name
Children's clothing store,category
"Ground floor, opp. Ashram Road",address
093193 91444,phone
Jay shree hanuman trading company,name
Clothing store,category
Arya Samaj Rd,address
087575 85277,phone
LADIES FASHION,name
Clothing store,category
Bank Rd,address
088044 91698,phone
BAHURANI SAREE SHOW ROOM,name
Saree Shop,category
"MEENA BAZAR, near JENIKA BEAUTY RAXAUL",address
096315 61167,phone
Siyaram's,name
Men's clothing store,category
"XVM3+G4R, Bank Rd",address
094312 94299,phone
Aadya's fashion Hub,name
Designer Clothing Store,category
"Allahabad Bank, Gali, Naga Rd, beside Bikaner sweets",address
084091 83999,phone
Laxmi Fashion,name
Saree Shop,category
Laxmi Fashion,address
062073 39251,phone
Shrivtastav Textiles,name
Clothing store,category
10,address
073012 59894,phone
Brand bagga,name
Fabric store,category
SONARPATI CHOWK,address
072580 32028,phone
RAKESH KUMAR,name
Clothing store,category
"10, Arya Samaj Rd",address
095469 29617,phone
Footwear Shop,name
Saree Shop,category
Post Office Rd,address
062873 55015,phone
Amarnath Vastralya,name
Clothing store,category
Bank Rd,address
083404 97705,phone
Rahul Kumar,name
Men's clothing store,category
Mircha Patti,address
087004 08439,phone
STAR UNIFORM,name
Clothing store,category
"Taj Market, near Raxaul",address
074629 50282,phone
Gudu Telars,name
Men's clothing store,category
Chauk Raxaul Road,address
090160 61574,phone
Ravi Phul Vhandar,name
Saree Shop,category
Ramji Chauk,address
082278 52689,phone
Vela Sailing The Indian Crafts,name
Saree Shop,category
Bank Rd,address
096105 41347,phone
GANPATI COLLECTION,name
Clothing store,category
"Bank Rd, near by Jenika Beauty general Store",address
070916 80857,phone
Bata Shoe Store,name
Clothing store,category
"No. 187, Main Road, opp. Mirchapatti Road",address
077650 82398,phone
RB FASHION,name
Men's clothing store,category
"LANE NO 2, ABHISHEK NEAR SHANKAR CHOWK, Q TREND MALL",address
074882 50718,phone
Pari vastarly,name
Clothing store,category
Naukatola,address
072580 10687,phone
SURYA DRESSES,name
Clothing store,category
0 Mina bazar,address
094708 42928,phone
N.G.Trading company,name
Clothing store,category
"Savera Gali, Main Rd",address
073523 99496,phone
MANYA GARMENTS AND MKIDS,name
Clothing store,category
Bank Rd,address
094730 18930,phone
Ram Kisan Saree Dukan,name
Saree Shop,category
"2233, Main Road",address
085218 77222,phone
Riddhi Siddhi,name
Clothing store,category
sonar patti Chawk,address
089861 17251,phone
Shree ram saree,name
Clothing store,category
Patel Path,address
095464 08080,phone
THE GENIAL STOFFA CO.,name
Clothing store,category
XRRQ+P7W,address
093508 34027,phone
difenco,name
Clothing store,category
Duncan Rd,address
062073 69398,phone
ARCHANA SHREE,name
Clothing store,category
Lohapatti Rd,address
094312 94302,phone
SHUBHAM DRESSES $RAJESH VASTRALYA,name
Clothing store,category
"BAZAR, Bhelahi Rd",address
087573 67699,phone
Kishan Vastralay,name
Clothing store,category
00,address
099554 67673,phone
Jai Hind Khadi Bhandar,name
Clothing store,category
"Jagmal Singh, Gali, Bank Rd",address
091557 27394,phone
Anjali Fashion,name
Clothing store,category
"MAIN ROAD, Shri Ram Path",address
070043 09385,phone
Nerolac Paints - Sahu H/W Stores,name
Paint store,category
Xvm2+Ggj Sahu H/W Stores Lohapati,address
094302 22725,phone
Ujjawal Hardware,name
Paint store,category
"Kaudhihar, Block Rd, below central bank of india",address
099310 81484,phone
Om Sai Traders,name
Paint store,category
"Ashram Rd, near Dps School Middle School",address
062045 26099,phone
Priya paints,name
Paint store,category
"Bus Stand, Road, near Petrol pump",address
070797 93438,phone
PORTGAURD - Shree Raghunath traders,name
Paint store,category
"Pokhara gali, nnear shiv hari saree showroom, Patel Path",address
091991 58308,phone
PUMA Store,name
Shoe store,category
"NH527D, beside Bank of Baroda",address
088790 35561,phone
Bata Showroom,name
Shoe store,category
XVM3+W8R Bata Chauk,address
062076 00438,phone
Sahil footwear,name
Shoe store,category
"XVM2+7RJ, Post Office Rd",address
091232 08511,phone
SHOE DARBAR,name
Shoe store,category
"Raxual, Bank Rd, in front of Siyaram Shop",address
087099 62384,phone
Foot Fashion,name
Shoe store,category
Post Office Rd,address
062018 44454,phone
Bata Shoe Store,name
Shoe store,category
"No. 187, Main Road, opp. Mirchapatti Road",address
077650 82398,phone
SA Footwear Raxaul,name
Shoe store,category
Sainik Rd,address
062018 08384,phone
Royal Footwear,name
Shoe store,category
"Pool Kei Paas, Ghandi Nagar Pul Kei Paaas, Gandhi Nagar Main Rd",address
098012 63704,phone
Sultan Enterprises,name
Shoe store,category
05,address
094722 39675,phone
ANKIT FOOTWEAR,name
Shoe store,category
Kaurihar Rd,address
087090 00178,phone
Rukhsar Shoe Store,name
Shoe store,category
Raxaul,address
098351 16363,phone
Family Fashion Palace,name
Shoe store,category
01,address
090061 44110,phone
Ramesh Footwear,name
Shoe store,category
"1, Post Office Rd",address
082357 21603,phone
Salim Shoe,name
Shoe store,category
"Monte Carlo , Raxaul, Bihar 845405, Post Office Rd",address
073521 66925,phone
Shubham Car Decor,name
Auto Accessories Store,category
Koiriyatola Main Road Near V-MART,address
082107 67844,phone
"Om Electricals, Raxaul.",name
Electrical products wholesaler,category
"Main Road, opposite Hanuman Mandir",address
095465 58063,phone
Tanishq Jewellery - Raxaul,name
Jewelry store,category
Raxaul - Shyampur Rd,address
077818 06625,phone
SHREE BAUDHIMAI STATIONARY,name
Stationery store,category
Airport road,address
088092 37627,phone
Mukesh Traders,name
Disposable Items shop,category
Bank Rd,address
091995 51747,phone
Merino Laminates - Shree Ganpati Glass House,name
Plywood supplier,category
"Ward No 25, Ground Floor, Pankaj Chowk, Main Road, near Pankaj Cinema Hall",address
08071 889 040,phone
Shri ram stationary,name
Shopping mall,category
"Station Rd, in front of block",address
085079 99068,phone
VIDYARTHI PUSTAK BHANDAR,name
Book store,category
"MAIN ROAD, near HDFC BANK",address
098524 34088,phone
VISHWAS STATIONERY AND GIFT HOUSE,name
Gift shop,category
Duncan Rd,address
082107 80717,phone
STUDENT BOOK ZONE,name
Book store,category
"K.C.T.C. College, College Rd",address
083406 28757,phone
DHAMAKA STORE,name
Book store,category
MAI ASHTAN MAUJE RAXAUL,address
079799 32021,phone
S A ENTERPRISES,name
Stationery store,category
"23, Sainik Road",address
095707 54993,phone
New Humsafar,name
Photo lab,category
"ganga apartment, main road",address
099393 54236,phone
Muskan Book Banding,name
Book store,category
"Ward Number 25, behind Old Nagarpalika",address
095464 14940,phone
Lakshmi electronic stationery,name
Book store,category
Anand Sagar gaad,address
076338 83447,phone
SAHID KITAB GHAR,name
Book store,category
"RISHU, Q TREND MALL LANE NO 2 RISHU Q TREND MALL LANE NO 2",address
099314 53380,phone
SHREE VAASSPP THE COMPLETE WATER SOLUTION,name
Store,category
"Ward No 23, Shiv Puri, Naga Rd, near KUMAR DIGITAL PRINT AND PRINTER CARE",address
080022 22924,phone
Namaste Nepal light house,name
Countertop store,category
"Adarsh chowk, Bank Rd, near canara bank",address
094700 26630,phone
Treta jii ka bartan dukan,name
Jewelry store,category
Lohapatti Rd,address
082104 10522,phone
Alka jewellers & Shashi jee ka bartan dukan,name
Jeweler,category
Lohapatti Rd,address
070501 08330,phone
Vaishnavi Oil Mill,name
General store,category
"Vaishnavi Oil Mill, Old Exchange Rd",address
091990 50495,phone
GUPTA GENRAL STORE,name
General store,category
Station Rd,address
070047 86056,phone
RAVI KUMAR,name
General store,category
"WARD NO 21, NEAR BADDI MASZID RAXAUL, MIRCHA PATTI ROAD",address
094726 84774,phone
GUPTA KITCHEN HOUSE,name
Home goods store,category
"Shiva Temple, Ramgarhwa Bazar Rd",address
062992 27195,phone
New Nepal Emporium,name
Wholesaler household appliances,category
"Shree Ram Market, Mayur Gali",address
099342 10278,phone
प्राथमिक पशु उपचार एवं कृत्रिम गर्भाधान केंद्र,name
Veterinary pharmacy,category
"XPWX+W6V, Senuariya - Bhawanipur Rd",address
073668 87700,phone
Maya Aquarium,name
Aquarium shop,category
XRHV+883,address
073017 50085,phone
Himalaya Wellness Store,name
Pet supply store,category
"Nimbu Chauk, Post Office Rd",address
087573 38715,phone
"Motihari pet shop & Aquarium Gold Fish (All types of Dog Puppy, Exotic Birds irds &Fish)",name
Pet store,category
"D.A.V - SHANKAR SARAIYA, ROAD",address
082107 37778,phone
"Annapurna Sweets,Bakery and Restaurant",name
Restaurant,category
Main road,address
082352 44345,phone
Arihant Trading,name
Dry Fruit Store,category
"Main Road, near Indian Custom office",address
063503 63394,phone
Sitaram Chsudhary,name
Sweet shop,category
Handi Bazar,address
095235 63713,phone
Yadav Sweet,name
Auto parts store,category
01,address
062066 18871,phone
Bikaner Family Resto,name
Restaurant,category
"Main road, near Bank of India, opposite raxaul police station",address
062024 70455,phone
KALYAN JEWELLERS - Raxaul,name
Jewelry store,category
"Laxmipur, Near Pankaj Cinena, Raxaul East",address
1800 425 7333,phone
Kedar Mishthan Bhandar,name
Sweet shop,category
Pachpakri,address
075468 24585,phone
Om Kumar,name
Motorcycle shop,category
NH527D,address
074610 62811,phone
Varanasi Pan Dukan,name
Tobacco shop,category
"Main road ,raxaul Raxaul, near by Bank Road",address
094312 49088,phone
Apollo Diagnostics,name
Diagnostic center,category
"Ashram Rd, near Ajanta Hotel",address
096061 12399,phone
"Agilus Diagnostics - Raxaul, Champaran",name
Diagnostic center,category
"Main Road, opposite Sona Hall",address
080 6949 6507,phone
SRL Diagnostic,name
Diagnostic center,category
"New unique diagnostic, New Bus stand",address
098011 94399,phone
Abdul Kiran,name
Diagnostic center,category
Men Rod,address
091282 92884,phone
Redcliffe Labs - Collection Center,name
Diagnostic center,category
"Ward No-1, near Budhi Mata Mandir",address
079 6912 2564,phone
"Thyrocare Diagnostic Lab | Blood Test Centre - Parsurampur, Raxaul",name
Diagnostic center,category
"Nahar Chowk, opp. sona Hall",address
075630 94217,phone
Dr Lal PathLabs - Patient Service Centre,name
Diagnostic center,category
"Ground Floor Mauje, Neqr, Thana No 07",address
080 6256 5401,phone
THYROCARE COLLECTION CENTRE RAXAUL,name
Blood testing service,category
"SONA CINEMA, opposite SONA CINEMA",address
075630 94217,phone
Redcliffe Labs - Collection Center,name
Medical laboratory,category
"Ward No-1, near Budhi Mata Mandir",address
079 6912 2564,phone
THYROCARE LAB (Authorized Service Provider),name
Pathologist,category
"Thyrocare, Raxaul Health Care, Kaurihar Rd, below SBI Bank",address
084345 52544,phone
The Learning Lab,name
Education center,category
College Rd,address
096085 32930,phone
Muskan Video Lab,name
Computer support and services,category
New icp haraiya,address
087097 61799,phone
RK Digital Studio & Digital Video Lab,name
Photography service,category
"Rajeshwor Hotel, Block Rd",address
062011 34552,phone
Public Pathology,name
Medical laboratory,category
"NH527D, Raxaul - Shyampur Rd",address
092340 62340,phone
Perfect Video Lab,name
Internet cafe,category
Station Rd,address
090971 88038,phone
Sinclairs Laboratories,name
Pharmaceutical company,category
"XRPV+G28, Station Rd",address
06255 220 800,phone
Swati hardware and paints shop,name
Paint store,category
"Front of new Sultanaganj railway station gate, Sultanganj Station Rd",address
062017 62902,phone
Nerolac Centre - Shuvam Enterprises,name
Paint store,category
"6Pvq+F6G Shuvam Enterprises, Sultanganj Station Rd",address
085419 84090,phone
Mayanath Paints,name
Paint store,category
6PWV+MH3,address
099340 38094,phone
Aditya Plywood And Hardware,name
Furniture store,category
"6PWR+MQC, GK Rana Marg",address
095762 88108,phone
Marble house sultanganj,name
Tile store,category
"Station road, near uco bank",address
093044 26161,phone
SHIVAM ENTERPRISES,name
Tile store,category
near Icici Bank,address
079090 64547,phone
STUDIO GUDDU ABJUGANJ,name
Photography studio,category
"Abjuganj, Baikatpur Rd",address
099348 46162,phone
Khetan Hardware & Woods,name
Store,category
Anand Chikitshalaya Road,address
087703 16678,phone
Sharma Enterprises,name
Furniture store,category
"Sharma Enterprises, Na",address
082404 22557,phone
MAA KALI FURNITURE HOUSE,name
Furniture store,category
"इलाहाबाद बैंक, कन्हैयाचक मेन रोड",address
085390 26859,phone
DECOR GREEN,name
Wallpaper store,category
CC Mukherjee Rd,address
090065 33911,phone
Maa Ambe Electronics,name
Furniture store,category
"Balu, Sultanganj, Ghat Rd",address
089871 83658,phone
Ranjeet Furniture House,name
Furniture store,category
Sitarampur,address
085210 94666,phone
JAGRITI GLASS& ALUMINIUM HOUSE,name
Furniture accessories,category
Murarka college road Sultanganj bilar,address
082101 46456,phone
MURARI FURNITURE HOUSE,name
Furniture store,category
"6PWR+Q7P, ठाकुरबाड़ी याना के पास",address
095343 77472,phone
ADARSH FURNISHING,name
Window treatment store,category
Patal Babu Rd,address
092341 95111,phone
सरस्वती D.J. डेकोरेशन,name
Clothing store,category
"6QJ3+G95, Sultanganj-Shakund Road",address
062878 00202,phone
ANGEL PATHOLOGY SULTANGANJ,name
Diagnostic center,category
Bypass Rd,address
077598 96352,phone
BALAJI ULTRASOUND & DIAGNOSTIC CENTRE,name
Pathologist,category
"Upper Rd, near icici bank",address
099556 75404,phone
Apollo Diagnostics,name
Diagnostic center,category
"Durga Sthan, Purani 14, near DAV public school",address
096061 12399,phone
SB Mart,name
Grocery store,category
"Agresarika Commerce Pvt Ltd Sitarampur Tarapur Road, near Railway Over Bridge",address
095555 19966,phone
Chammach Katori,name
Countertop store,category
"DN Singh Rd, near Priya Puja Payal",address
097982 25271,phone
Unique Kitchenware & Gift Corner,name
Countertop store,category
"Dr RP Rd, near marwari pathshala",address
080134 48256,phone
New Bhagalpur Bartan Bhandar,name
Kitchen supply store,category
"Gurudwara Road, near hotel vineet",address
062001 29202,phone
Gangaram enterprises,name
Hardware store,category
Tarapur road,address
099314 46794,phone
Kushwaha Beej Bhandar,name
Store,category
"Near Mahavir Sthan, Main Road, Sultanganj - Bhagalpur Rd",address
090978 60840,phone
Maa Tara Downloding & Micro ATM,name
Electronics store,category
"Sabzi Market, Thana Rd",address
075419 78992,phone
BABA STORE,name
Produce market,category
"Savita Talkies, Road, near Kids Play School",address
090651 29882,phone
RUPAK STUDIO,name
Photography studio,category
"6PWP+M46, Dhaja Gali,",address
093046 65488,phone
Shiv Bartan Bhandar,name
Kitchen supply store,category
"Patal Babu Rd, near Gurudwara",address
097715 13907,phone
Livguard - Jaiswal Battery House,name
Battery Store,category
Ground Floor,address
075495 87181,phone
Aman Jan Seva Kendra,name
Computer store,category
"Bypass Rd, near Sawita Cinema Hall",address
076313 77186,phone
Prisha Vision,name
Electronics store,category
"Pratimalaya Station Road, Sultanganj - Bhagalpur Rd, near Chhoti Masjid",address
085274 94953,phone
R & R PLASTIC ZONE,name
Home goods store,category
"Railway Station, near Petrol Pump",address
098522 31372,phone
Kesan Marble,name
Marble supplier,category
Sultanganj Station Rd,address
098744 79601,phone
Maa Tara Tilkut Bhandar,name
Restaurant,category
6PWQ+F3J,address
093042 02138,phone
Ayush Sweet Shop,name
Restaurant,category
Chowk,address
062004 96540,phone
Pets plaza sultanganj,name
Pet store,category
"Shop no 1, Bhagalpur Jamalpur Road, in front of police station",address
087792 65760,phone
Diamond Pet Shop Tilkamanjhi,name
Pet store,category
Sitla Asthan Rd,address
088508 18130,phone
Raja Shoe Store,name
Shoe store,category
"Chowk bazar, Ghat Rd",address
079036 33677,phone
CHERRY SHOES,name
Shoe store,category
"DN Singh Rd, opp. TANISQ SHOWROOM",address
094312 14487,phone
SUNNY FOOTWEAR,name
Shoe store,category
Sultanganj Station Rd,address
074620 92997,phone
Royal shoes store { Atul Singh },name
Shoe store,category
"Main Chowk,Ghat road sultanganj,bhagalpur Front of aatmadas market gate no.2 Krishna bhawan",address
096319 99320,phone
Shoe,name
Shoe store,category
Brajesh Kumar,address
094721 64295,phone
Shoe Gallery,name
Shoe store,category
"Masjid Market Masjid Market, Sultanganj Station Rd",address
080922 86792,phone
Jai bharat store,name
Building materials store,category
"7P2P+FQX Balu, Ghat Rd",address
092045 49692,phone
Shivam Dresses,name
Clothing store,category
"Ghat Rd, near Aatmadas Thakurbari",address
086788 86061,phone
Gautam Readymade,name
Clothing store,category
Aatma Baazar,address
090657 16268,phone
Bol Bam Readymade,name
Clothing store,category
Sultanganj Road Sultanganj,address
070704 28239,phone
New Prince Tailor,name
Clothing store,category
purani durga mandir road opposite- ladies hospital,address
05201 934 101,phone
Aryan Fashion,name
Clothing store,category
"railway station, road, Sultanganj - Munger Rd",address
062059 67180,phone
Samar Redaymad,name
Women's clothing store,category
Samar Redaymad,address
090973 11405,phone
ANNU WATCH,name
Watch store,category
"New Durga Asthan, Chowk Bazar",address
093043 88424,phone
Mahaveer Dressa,name
Clothing store,category
Shyambagh Sultanganj,address
075440 61167,phone
Shivnandan Redimed,name
Clothing store,category
Sultanganj - Bhagalpur Rd,address
082526 80679,phone
Mukesh Cloth Store,name
Clothing store,category
"Shultanganj, Road",address
095046 83384,phone
Miya Jaan Kirana Store,name
General store,category
Thana Rd,address
080025 36602,phone
KGN Footwear,name
Shoe store,category
"MORE, College Rd",address
097712 03690,phone
STYLE READYMADE,name
Clothing store,category
Ghat Rd,address
062053 63744,phone
KRISHNA DRESS,name
Clothing store,category
Ghat Rd,address
082987 61853,phone
माँ सत्यभामा एम्पोरियम अबजुगंज,name
Shopping mall,category
6QW4+HJC,address
082109 47272,phone
Maha Maya Beauty Parlor,name
Boutique,category
"Shultanganj, Sultanganj - Munger Rd",address
095702 94510,phone
SONU VASTRALAYA,name
Clothing store,category
"Kali Mandir, Durga Mandir Marg, Teacher s Colony",address
080837 98887,phone
Vicky Readymade Store,name
Garment Exporter,category
"Abjuganj, in front of Hanuman temple",address
092344 41302,phone
ROHIT READIMENDT,name
Clothing store,category
4,address
095256 61709,phone
Nancy Enterprises,name
Clothing store,category
"52, Sultanganj - Deoghar Rd",address
062036 29327,phone
Rupali Enterprises,name
Electronics store,category
Rupali Enterprises Chowk Bazar,address
095615 84524,phone
Rohit Thakur Redimate,name
Clothing store,category
Balu Ghat,address
089695 16912,phone
Sonali Burty Parlour,name
Baby store,category
"132, Sultanganj Station Rd",address
084060 70622,phone
A K Agencies,name
Shopping mall,category
"6QX4+379, Unnamed Road",address
088874 17803,phone
Maa Ambey Vastra Bhandar,name
Clothing store,category
"Maa Ambey Vastra Bhandar, Sultanganj - Bhagalpur Rd",address
078705 60892,phone
UN ENTERPRISES,name
Baby store,category
Upper Rd,address
090316 53644,phone
Raza Cloth Store,name
Clothing store,category
"Suiya, Sultanganj - Deoghar Rd",address
095347 97065,phone
Rohan Dresses,name
Clothing store,category
Dilgori Mor,address
087893 16903,phone
New Sony Readymade,name
Men's clothing store,category
"Ghat Road Sultanganj, Chowk",address
077648 90001,phone
Rocky Readymade,name
Clothing store,category
0,address
070339 53287,phone
MANDAL PARIVAR,name
Clothing store,category
6QM2+C8G,address
076340 16713,phone
फैशन पार्क,name
Clothing store,category
"6PVQ+65P, Sultanganj Station Rd",address
095704 27608,phone
Puja Kumari,name
Clothing store,category
"138, near Over Bridge, Rajgangapur",address
093410 14088,phone
Sangam Readymade,name
Men's clothing store,category
Sultanganj - Bhagalpur Rd,address
091220 28894,phone
Sleeper Shop,name
Sportswear store,category
03,address
082922 84045,phone
Sanvi Fashion,name
Clothing store,category
Sanvi Fashion Kamarganj,address
082929 76334,phone
मुस्कान लेडिज मलर्स,name
Clothing store,category
"6PWP+M56, Upper Rd",address
072948 71555,phone
AJGABI NATH JEWELLERS,name
Jewelry store,category
"Sultanganj-Shakund Road, Shahabad, Baikunthpur Sultanganj",address
